PRICE $,BEDS,BATHS,SQFT,LOTSIZE,LOTUNIT,SIZE,HtY,HtY %,STREET,CITY/TOWN,STATE,ZIP,LINK
"1,188,000",2,1.5,-,2996,sqft lot,2996,-,-,1818 32nd Ave,San Francisco,CA,94122,https://www.realtor.com/realestateandhomes-detail/1818-32nd-Ave_San-Francisco_CA_94122_M17892-40362
"2,600,000",3,2.5,2490,2996,sqft lot,2996,1.2,0.83,262 32nd Ave,San Francisco,CA,94121,https://www.realtor.com/realestateandhomes-detail/262-32nd-Ave_San-Francisco_CA_94121_M24211-93066
"2,600,000",4,3.5,2420,2996,sqft lot,2996,1.24,0.81,675 23rd Ave,San Francisco,CA,94121,https://www.realtor.com/realestateandhomes-detail/675-23rd-Ave_San-Francisco_CA_94121_M29213-39280
"1,295,000",3,1.0,1680,2495,sqft lot,2495,1.49,0.67,1255 Potrero Ave,San Francisco,CA,94110,https://www.realtor.com/realestateandhomes-detail/1255-Potrero-Ave_San-Francisco_CA_94110_M21500-15100
"995,000",2,2.0,1242,1875,sqft lot,1875,1.51,0.66,293 Joost Ave,San Francisco,CA,94131,https://www.realtor.com/realestateandhomes-detail/293-Joost-Ave_San-Francisco_CA_94131_M12267-91789
"1,995,000",3,2.5,-,1500,sqft lot,1500,-,-,515 Webster St,San Francisco,CA,94117,https://www.realtor.com/realestateandhomes-detail/515-Webster-St_San-Francisco_CA_94117_M22935-68585
"7,200,000",6,3.5,5550,3222,sqft lot,3222,0.58,1.72,3007 Jackson St,San Francisco,CA,94115,https://www.realtor.com/realestateandhomes-detail/3007-Jackson-St_San-Francisco_CA_94115_M23334-71850
"749,000",2,1.0,980,2500,sqft lot,2500,2.55,0.39,120 Rolph St,San Francisco,CA,94112,https://www.realtor.com/realestateandhomes-detail/120-Rolph-St_San-Francisco_CA_94112_M15043-97167
"1,199,000",5,3.0,2289,2565,sqft lot,2565,1.12,0.89,2250 Cecilia Ave,San Francisco,CA,94116,https://www.realtor.com/realestateandhomes-detail/2250-Cecilia-Ave_San-Francisco_CA_94116_M17731-41475
"1,995,000",3,2.0,1905,2996,sqft lot,2996,1.57,0.64,666 3rd Ave,San Francisco,CA,94118,https://www.realtor.com/realestateandhomes-detail/666-3rd-Ave_San-Francisco_CA_94118_M17914-24531
"1,195,000",3,2.5,1664,2065,sqft lot,2065,1.24,0.81,295 Kalmanovitz St,San Francisco,CA,94124,https://www.realtor.com/realestateandhomes-detail/295-Kalmanovitz-St_San-Francisco_CA_94124_M10075-04462
"1,895,000",3,3.0,1600,2000,sqft lot,2000,1.25,0.8,3348 Folsom St,San Francisco,CA,94110,https://www.realtor.com/realestateandhomes-detail/3348-Folsom-St_San-Francisco_CA_94110_M25899-39550
"1,295,000",2,2.0,1846,2996,sqft lot,2996,1.62,0.62,2366 36th Ave,San Francisco,CA,94116,https://www.realtor.com/realestateandhomes-detail/2366-36th-Ave_San-Francisco_CA_94116_M28796-53211
"1,898,000",4,3.0,1899,3314,sqft lot,3314,1.75,0.57,171 Forest Knolls Dr,San Francisco,CA,94131,https://www.realtor.com/realestateandhomes-detail/171-Forest-Knolls-Dr_San-Francisco_CA_94131_M16152-34304
"2,998,000",5,2.0,2230,6019,sqft lot,6019,2.7,0.37,50 San Benito Way,San Francisco,CA,94127,https://www.realtor.com/realestateandhomes-detail/50-San-Benito-Way_San-Francisco_CA_94127_M18583-57313
"1,250,000",3,3.0,1528,4400,sqft lot,4400,2.88,0.35,320 Hearst Ave,San Francisco,CA,94112,https://www.realtor.com/realestateandhomes-detail/320-Hearst-Ave_San-Francisco_CA_94112_M10963-69214
"1,399,000",3,2.0,1376,2656,sqft lot,2656,1.93,0.52,410 Clayton St,San Francisco,CA,94117,https://www.realtor.com/realestateandhomes-detail/410-Clayton-St_San-Francisco_CA_94117_M91521-53335
"1,088,000",2,1.0,1876,2495,sqft lot,2495,1.33,0.75,1742 17th Ave,San Francisco,CA,94122,https://www.realtor.com/realestateandhomes-detail/1742-17th-Ave_San-Francisco_CA_94122_M11783-51138
"1,399,000",3,1.0,1376,2656,sqft lot,2656,1.93,0.52,408 Clayton St,San Francisco,CA,94117,https://www.realtor.com/realestateandhomes-detail/408-Clayton-St_San-Francisco_CA_94117_M90771-69161
"998,000",2,1.0,1008,3598,sqft lot,3598,3.57,0.28,1260 32nd Ave,San Francisco,CA,94122,https://www.realtor.com/realestateandhomes-detail/1260-32nd-Ave_San-Francisco_CA_94122_M24794-28361
"1,100,000",2,1.0,1012,1751,sqft lot,1751,1.73,0.58,1 Arbor St,San Francisco,CA,94131,https://www.realtor.com/realestateandhomes-detail/1-Arbor-St_San-Francisco_CA_94131_M13362-04596
"1,995,000",3,2.0,1814,1746,sqft lot,1746,0.96,1.04,130 Gates St,San Francisco,CA,94110,https://www.realtor.com/realestateandhomes-detail/130-Gates-St_San-Francisco_CA_94110_M20649-36953
